"label","sms"
"spam","WIN a year supply of CDs 4 a store of ur choice worth £500 & enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3"
"ham","This is hoping you enjoyed your game yesterday. Sorry i've not been in touch but pls know that you are fondly bein thot off. Have a great week. Abiola"
"ham","Pls accept me for one day. Or am begging you change the number."
"ham","Was playng 9 doors game and gt racing on phone lol"
"ham","I'm fine. Hope you are good. Do take care."
"ham","* Was really good to see you the other day dudette, been missing you!"
"ham","Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor."
"ham","Ok omw now, you at castor?"
"ham","Yeah get the unlimited"
"ham","Hey ! I want you ! I crave you ! I miss you ! I need you ! I love you, Ahmad Saeed al Hallaq ..."
"spam","08714712388 between 10am-7pm Cost 10p"
"spam","You have been specially selected to receive a 3000 award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo
ham	If you ask her or she say any please message.
ham	If e timing can, then i go w u lor...
ham	Love you aathi..love u lot..
ham	I was just callin to say hi. Take care bruv!
spam	YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386
ham	Did u turn on the heater? The heater was on and set to &lt;#&gt; degrees.
ham	Thanks for your message. I really appreciate your sacrifice. I'm not sure of the process of direct pay but will find out on my way back from the test tomorrow. I'm in class now. Do have a wonderful day.
ham	That's the trouble with classes that go well - you're due a dodgey one … Expecting mine tomo! See you for recovery, same time, same place 
spam	Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674&
ham	WOT U UP 2 J?
ham	Night night, see you tomorrow
ham	Roger that. We‘re probably going to rem in about 20
ham	do u think that any girl will propose u today by seing ur bloody funky shit fucking face...............asssssholeeee................
ham	I wish u were here. I feel so alone
spam	Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs
ham	Reason is if the team budget is available at last they buy the unsold players for at base rate..
ham	CERI U REBEL! SWEET DREAMZ ME LITTLE BUDDY!! C YA 2MORO! WHO NEEDS BLOKES
spam	ringtoneking 84484
ham	Huh i cant thk of more oredi how many pages do we have?
ham	His frens go then he in lor. Not alone wif my mum n sis lor.
ham	Nationwide auto centre (or something like that) on Newport road. I liked them there
ham	Hey, I missed you tm of last night as my phone was on the charge ... *smiles* ... I am meeting a friend shortly
ham	Whatever, juliana. Do whatever you want.
ham	Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e
spam	Ringtone Club: Gr8 new polys direct to your mobile every week !
ham	Hello. Sort of out in town already. That . So dont rush home, I am eating nachos. Will let you know eta.
ham	Ok lor. Anyway i thk we cant get tickets now cos like quite late already. U wan 2 go look 4 ur frens a not? Darren is wif them now...
spam	(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..
ham	I am on the way to ur home
ham	Dizzamn, aight I'll ask my suitemates when I get back
ham	Nimbomsons. Yep phone knows that one. Obviously, cos thats a real word
ham	I love to cuddle! I want to hold you in my strong arms right now...
ham	R u in this continent?
ham	We'll you pay over like  &lt;#&gt; yrs so its not too difficult
spam	Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!
spam	We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs
ham	K...k...when will you give treat?
spam	This is the 2nd time we have tried to contact u. U have won the £400 prize. 2 claim is easy, just call 087104711148 NOW! Only 10p per minute. BT-national-rate
ham	He's just gonna worry for nothing. And he won't give you money its no use.
ham	Did you get any gift? This year i didnt get anything. So bad
ham	somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams
ham	Well there's a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that I'm a weed fiend/make them smoke too much/impede their doing other things so you see how I'm hesitant
ham	, ow u dey.i paid 60,400thousad.i told  u would call . 
ham	IM FINE BABES AINT BEEN UP 2 MUCH THO! SAW SCARY MOVIE YEST ITS QUITE FUNNY! WANT 2MRW AFTERNOON? AT TOWN OR MALL OR SUMTHIN?xx
ham	I'm reaching home in 5 min.
ham	Forgot you were working today! Wanna chat, but things are ok so drop me a text when you're free / bored etc and i'll ring. Hope all is well, nose essay and all xx
ham	Ha... Then we must walk to everywhere... Cannot take tram. My cousin said can walk to vic market from our hotel 
spam	Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text
spam	Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!
ham	Discussed with your mother ah?
ham	Ok.
ham	Sorry, I can't text &amp; drive coherently, see you in twenty
spam	You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!
ham	In which place i can get rooms cheap:-)
ham	Eek that's a lot of time especially since American Pie is like 8 minutes long. I can't stop singing it.
ham	GRAN ONLYFOUND OUT AFEW DAYS AGO.CUSOON HONI
spam	U've been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday valued at £350! Dial 08712300220 to claim - National Rate Call. Bx526, SW73SS
ham	University of southern california.
ham	We have to pick rayan macleran there.
ham	U gd lor go shopping i got stuff to do. U wan 2 watch infernal affairs a not? Come lar...
ham	Well. Balls. Time to make calls
ham	Wat time ü wan today?
ham	 &lt;#&gt;  in mca. But not conform.
ham	Oh ok.. Wat's ur email?
ham	Yes, princess. Are you going to make me moan?
ham	Lol its ok I didn't remember til last nite
ham	[…] anyway, many good evenings to u! s
ham	Cool, I'll text you in a few
ham	Sorry vikky, i'm Watching olave mandara movie kano in trishul theatre wit my frnds..
ham	I'm very happy for you babe ! Woo hoo party on dude!
ham	I am taking you for italian food. How about a pretty dress with no panties? :)
ham	Wot u up 2? Thout u were gonna call me!! Txt bak luv K
spam	YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.
ham	How are you holding up?
ham	Dont flatter yourself... Tell that man of mine two pints of carlin in ten minutes please.... 
ham	Hope you are not scared!
ham	I cant pick the phone right now. Pls send a message
ham	I'm at home n ready...
spam	Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!
ham	What time do u get out?
ham	I am literally in bed and have been up for like  &lt;#&gt;  hours
ham	Yes, my reg is  Ciao!
ham	If You mean the website. Yes.
spam	Win a £1000 cash prize or a prize worth £5000
spam	Thanks for your ringtone order, reference number X49.Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182
ham	Lol or I could just starve and lose a pound by the end of the day.
ham	Yeah that's the impression I got
ham	Ok ok take care. I can understand.
ham	Motivate Behind every darkness, there is a shining light waiting for you to find it... Behind every best friend, there is always trust and love... BSLVYL
ham	Ya ok, then had dinner?
ham	I was slept that time.you there?
ham	dont make ne plans for nxt wknd coz she wants us to come down then ok
ham	When is school starting. Where will you stay. What's the weather like. And the food. Do you have a social support system like friends in the school. All these things are important.
ham	Ha ha nan yalrigu heltini..Iyo kothi chikku, u shared many things wit me..so far i didn't told any body and even uttered a word abt u.. If ur trusting me so much how can i tell these to others.. Plz nxt time dont use those words to me..ok, chikku:-);-)B-)
ham	Noice. Text me when you're here
ham	Hi di is yijue we're meeting at 7 pm at esaplanade tonight.
spam	Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP
spam	This weeks SavaMob member offers are now accessible. Just call 08709501522 for details! SavaMob, POBOX 139, LA3 2WU. Only £1.50/week. SavaMob - offers mobile!
ham	Aight I've been set free, think you could text me blake's address? It occurs to me I'm not quite as sure what I'm doing as I thought I was
ham	Hi dear we saw dear. We both are happy. Where you my battery is low
ham	How are you. Its been ages. How's abj
ham	Prof: you have passed in all the papers in this sem congrats . . . . Student: Enna kalaachutaarama..!! Prof:???? Gud mrng!
ham	Dont kick coco when he's down
ham	Fyi I'm gonna call you sporadically starting at like  &lt;#&gt;  bc we are not not doin this shit
spam	You are being contacted by our Dating Service by someone you know! To find out who it is, call from your mobile or landline 09064017305 PoBox75LDNS7 
spam	TBS/PERSOLVO. been chasing us since Sept for£38 definitely not paying now thanks to your information. We will ignore them. Kath. Manchester.
ham	Hope youre not having too much fun without me!! see u tomorrow love jess x
ham	Ok i wont call or disturb any one. I know all are avoiding me. I am a burden for all
ham	I've reached home n i bathe liao... U can call me now...
spam	Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821
ham	Was the actual exam harder than NBME
ham	A lot of this sickness thing going round. Take it easy. Hope u feel better soon. Lol
ham	God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U
spam	87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077
ham	Hey sathya till now we dint meet not even a single time then how can i saw the situation sathya.
ham	Gam gone after outstanding innings.
ham	O i played smash bros  &lt;#&gt;  religiously.
ham	Sir, good morning. Hope you had a good weekend. I called to let you know that i was able to raise  &lt;#&gt;  from my dad. He however said he would make the rest available by mid feb. This amount is still quite short and i was hoping you would help. Do have a good day. Abiola
ham	Hurry home. Soup is DONE!
ham	No no. I will check all rooms befor activities
ham	Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you.
ham	Quite ok but a bit ex... U better go eat smth now else i'll feel guilty...
spam	Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP.
ham	Lemme know when you're here
spam	PRIVATE! Your 2003 Account Statement for 07973788240 shows 800 un-redeemed S. I. M. points. Call 08715203649 Identifier Code: 40533 Expires 31/10/04
ham	He needs to stop going to bed and make with the fucking dealing
ham	How are you, my Love ? Are you with your brother ? Time to talk english with him ? *grins* Say : Hey Muhommad, Penny says hello from across the sea
spam	We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call 08000930705 Now
ham	Hey doc pls I want to get nice t shirt for my hubby nice fiting ones my budget is  &lt;#&gt; k help pls I will load d card abi hw,keep me posted luv. 2 mj
ham	I remain unconvinced that this isn't an elaborate test of my willpower
ham	Life is nothing wen v get everything. But life is everything wen v miss something . Real value of people wil be realized only in their absence.... gud mrng
ham	how are you? I miss you!
ham	I ain't answerin no phone at what is actually a pretty reasonable hour but I'm sleepy
ham	Hey , is * rite u put »10 evey mnth is that all?
ham	i am going to bed now prin
ham	I think just yourself …Thanks and see you tomo
ham	If u dun drive then how i go 2 sch.
ham	I not at home now lei...
spam	GSOH? Good with SPAM the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg@£1.50rcvd
ham	Ok then i will come to ur home after half an hour
spam	U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599
ham	Do u hav any frnd by name ashwini in ur college?
ham	Jus finish my lunch on my way home lor... I tot u dun wan 2 stay in sch today...
ham	K then 2marrow are you coming to class.
spam	HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call
ham	Pls send me your address sir.
ham	I want to lick your pussy now...
ham	Yo, you gonna still be in stock tomorrow/today? I'm trying to get a dubsack
spam	URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm
ham	I'll see, but prolly yeah
ham	Thought we could go out for dinner. I'll treat you! Seem ok?
ham	Where are you ? What do you do ? How can you stand to be away from me ? Doesn't your heart ache without me ? Don't you wonder of me ? Don't you crave me ?
ham	Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.
ham	What you doing?how are you?
ham	Sure thing big man. i have hockey elections at 6, shouldn‘t go on longer than an hour though
ham	Watch lor. I saw a few swatch one i thk quite ok. Ard 116 but i need 2nd opinion leh...
ham	Hiya do u like the hlday pics looked horrible in them so took mo out! Hows the camp Amrca thing? Speak soon Serena:)
ham	Babe! How goes that day ? What are you up to ? I miss you already, my Love ... * loving kiss* ... I hope everything goes well.
ham	Yunny... I'm goin to be late
ham	Doc prescribed me morphine cause the other pain meds aren't enough. Waiting for my mom to bring it. That med should kick in fast so I'm gonna try to be on later
ham	Cool, want me to go to kappa or should I meet you outside mu
ham	Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe
ham	May b approve panalam...but it should have more posts..
spam	SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)
ham	Sorry, I'll call later
ham	I dont thnk its a wrong calling between us
ham	Me i'm not workin. Once i get job...
ham	And by when you're done I mean now
ham	Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But, its a miracle to Love a person who can't Love anyone except U... Gud nyt...
ham	Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx
spam	FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end
ham	Is it your yahoo boys that bring in the perf? Or legal.
ham	No need to say anything to me. I know i am an outsider
ham	have you ever had one foot before?
ham	Just got to  &lt;#&gt;
ham	Good! No, don‘t need any receipts—well done! (…) Yes, please tell . What‘s her number, i could ring her
ham	Ever green quote ever told by Jerry in cartoon A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt"
"ham","Ah you see. You have to be in the lingo. I will let you know wot on earth it is when has finished making it!"
"ham","Still in the area of the restaurant. Ill try to come back soon"
"ham","I am late. I will be there at"
"ham","What happen to her tell the truth"
"ham","Neshanth..tel me who r u?"
"ham","I just saw ron burgundy captaining a party boat so yeah"
"ham","Can you please send me my aunty's number"
"spam","URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only"
"spam","As a Registered Subscriber yr draw 4 a £100 gift voucher will b entered on receipt of a correct ans. When are the next olympics. Txt ans to 80062"
"ham","I am on the way to ur home"
"spam","Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+ "
"ham","1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-)"
"ham","Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;"
"ham","Awesome, be there in a minute"
"ham","Sian... Aft meeting supervisor got work 2 do liao... U working now?"
"ham","So what u doing today?"
"ham","Stupid.its not possible"
"ham","Congrats ! Treat pending.i am not on mail for 2 days.will mail once thru.Respect mother at home.check mails."
"spam","FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv"
"ham","Is there coming friday is leave for pongal?do you get any news from your work place."
"ham","Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish."
"ham","Cold. Dont be sad dear"
"ham","No problem. We will be spending a lot of quality time together..."
"ham","Moji i love you more than words. Have a rich day"
"ham","Its good to hear from you"
"ham","Hmm .. Bits and pieces lol ... *sighs* ..."
"ham","By monday next week. Give me the full gist"
"ham","From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke"
"ham","Hi its Kate it was lovely to see you tonight and ill phone you tomorrow. I got to sing and a guy gave me his card! xxx"
"spam","You have WON a guaranteed £1000 cash or a £2000 prize.To claim yr prize call our customer service representative on"
"ham","Okie"
"ham","Well you told others you'd marry them..."
"ham","Thanks da thangam, i feel very very happy dear. I also miss you da."
"ham","Ok i msg u b4 i leave my house."
"ham","It's justbeen overa week since we broke up and already our brains are going to mush!"
"ham","Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat..."
"spam","Urgent! Please call 09061743810 from landline. Your ABTA complimentary 4* Tenerife Holiday or #5000 cash await collection SAE T&Cs Box 326 CW25WX 150 ppm"
"spam","+449071512431 URGENT! This is the 2nd attempt to contact U!U have WON £1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max£7. 50"
"ham","How are you. Just checking up on you"
"ham","Or remind me in a few hrs."
"ham","I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?"
"spam","07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow"
"ham","I'm back &amp; we're packing the car now, I'll let you know if there's room"
"ham","See the forwarding message for proof"
"ham","I AM AT THE GAS STATION. GO THERE."
"ham","Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The sleep on a couch link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?"
"ham","Evening * v good if somewhat event laden. Will fill you in, don't you worry … Head * ok but throat * wrecked. See you at six then!"
"ham","Yes but i dont care! I need you bad, princess!"
"spam","Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL"
"ham","Webpage s not available!"
"ham","Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon.."
"ham","U meet other fren dun wan meet me ah... Muz b a guy rite..."
"ham","I'm not coming home 4 dinner."
"ham","YEH I AM DEF UP4 SOMETHING SAT,JUST GOT PAYED2DAY & I HAVBEEN GIVEN A£50 PAY RISE 4MY WORK & HAVEBEEN MADE PRESCHOOLCO-ORDINATOR 2I AM FEELINGOOD LUV"
"ham","Good night my dear.. Sleepwell&amp;Take care"
"ham","Camera quite good, 10.1mega pixels, 3optical and 5digital dooms. Have a lovely holiday, be safe and i hope you hav a good journey! Happy new year to you both! See you in a couple of weeks! "
"ham","Taka lor. Wat time u wan 2 come n look 4 us?"
"ham","Love it! The girls at the office may wonder why you are smiling but sore..."
"ham","I dunno until when... Lets go learn pilates..."
"ham","My uncles in Atlanta. Wish you guys a great semester."
"spam","New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl"
"spam","Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p"
"ham","Kallis is ready for bat in 2nd innings"
"spam","U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08"
"ham","Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it."
"ham","Then anything special?"
"ham","They released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear."
"ham","Eat at old airport road... But now 630 oredi... Got a lot of pple..."
"ham","Lol ... Oh no babe, I wont be sliding into your place after midnight, but thanks for the invite"
"ham","Reckon need to be in town by eightish to walk from * carpark."
"spam","Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU"
"ham","Lol. Well quality aint bad at all so i aint complaining"
"ham","Just taste fish curry :-P"
"ham","Ambrith..madurai..met u in arun dha marrge..remembr?"
"ham","Beerage?"
"spam","As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589"
"ham","When should I come over?"
"spam","FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV"
"ham","Only if you promise your getting out as SOON as you can. And you'll text me in the morning to let me know you made it in ok."
"ham","Cos darren say ü considering mah so i ask ü..."
"ham","Esplanade lor. Where else..."
"ham","Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, boytoy. I miss you too ... *teasing kiss*"
"ham","Hahaha..use your brain dear"
"ham","So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint"
"ham","Hello! How's you and how did saturday go? I was just texting to see if you'd decided to do anything tomo. Not that i'm trying to invite myself or anything!"
"ham","I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that"
"ham","Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again"
"spam","URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid 12hrs only"
"ham","Do you know when dad will be back?"
"ham","V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night"
"ham","Ok then i'll let him noe later n ask him call u tmr..."
"ham","Alright, we're all set here, text the man"
"ham","Badrith is only for chennai:)i will surely pick for us:)no competition for him."
"ham","Finish already... Yar they keep saying i mushy... I so embarrassed ok..."
"ham","Sending you greetings of joy and happiness. Do have a gr8 evening"
"ham","S da..al r above  &lt;#&gt;"
"ham","I am back. Bit long cos of accident on a30. Had to divert via wadebridge.I had a brilliant weekend thanks. Speak soon. Lots of love"
"ham","I fetch yun or u fetch?"
"ham","Shall i come to get pickle"
"spam","Someone U know has asked our dating service 2 contact you! Cant guess who? CALL 09058095107 NOW all will be revealed. POBox 7, S3XY 150p "
"ham","Sorry da thangam, very very sorry i am held up with prasad."
"ham","The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P."
"ham","That‘s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!"
"ham","Is ur lecture over?"
"ham","Dude got a haircut. Now its breezy up there"
"ham","Uh, heads up we don't have THAT much left"
"ham","You all ready for * big day tomorrow?"
"ham","1's finish meeting call me."
"spam","Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. £3.00 Sub. 16 . Unsub reply X"
"ham","Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor..."
"ham","I will lick up every drop :) are you ready to use your mouth as well?"
"ham","One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt.."
"spam","You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!"
"ham","Do ü all wan 2 meet up n combine all the parts? How's da rest of da project going?"
"spam","Xmas & New Years Eve tickets are now on sale from the club, during the day from 10am till 8pm, and on Thurs, Fri & Sat night this week. They're selling fast!"
"ham","Hey there! Glad u r better now. I hear u treated urself to a digi cam, is it good? We r off at 9pm. Have a fab new year, c u in coupla wks!"
"ham","It's ok i noe u're busy but i'm really too bored so i msg u. I oso dunno wat colour she choose 4 me one."
"spam","Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1"
"ham","Gosh that , what a pain. Spose I better come then."
"ham","Anyway seriously hit me up when you're back because otherwise I have to light up with armand and he always has shit and/or is vomiting"
"spam","U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription"
"spam","Your free ringtone is waiting to be collected. Simply text the password MIX to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16"
"ham","Sorry, I'll call later"
"ham","Can u get pic msgs to your phone?"
